Instituição(IES);Sigla;Categoria Administrativa;Código Curso;Nome do Curso;Modalidade;CC;Data início funcionamento;Data Ato de Criação;Situação
UNIVERSIDADE DE UBERABA;UNIUBE;Privada sem fins lucrativos;1595453;PRODUÇÃO MULTIMÍDIA;A Distância;-;Não iniciado;26/10/2021;Em Atividade
UNIVERSIDADE METODISTA DE SÃO PAULO;UMESP;Privada sem fins lucrativos;1458546;PRODUÇÃO MULTIMÍDIA;A Distância;-;Não iniciado;18/10/2018;Em Atividade
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Privada sem fins lucrativos;1550786;PRODUÇÃO MULTIMÍDIA;A Distância;-;16/08/2021;19/11/2020;Em Atividade
UNIVERSIDADE DO SUL DE SANTA CATARINA;UNISUL;Privada sem fins lucrativos;1164301;PRODUÇÃO MULTIMÍDIA;A Distância;-;16/08/2006;16/08/2006;Em Atividade
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;IFBA;Pública Federal;1452930;PRODUÇÃO MULTIMÍDIA;Presencial;-;16/07/2018;13/07/2018;Em Atividade
CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Privada com fins lucrativos;104590;PRODUÇÃO MULTIMÍDIA;Presencial;-;28/01/2008;15/06/2007;Extinto
CENTRO UNIVERSITÁRIO UNIDOM - BOSCO;UNIDOM - BOSCO;Privada com fins lucrativos;1599472;PRODUÇÃO MULTIMÍDIA;A Distância;-;18/01/2022;18/01/2022;Em Atividade
FACULDADE UNIME DE CIÊNCIAS SOCIAIS;FCS;Privada com fins lucrativos;1046240;PRODUÇÃO MULTIMÍDIA;Presencial;-;Não iniciado;15/12/2009;Extinto
Centro Universitário FG;UNIFG;Privada com fins lucrativos;1489886;PRODUÇÃO MULTIMÍDIA;Presencial;-;Não iniciado;26/08/2019;Extinto
CENTRO UNIVERSITÁRIO UNIRB;UNIRB;Privada com fins lucrativos;1354255;PRODUÇÃO MULTIMÍDIA;Presencial;-;28/09/2016;28/09/2016;Em Atividade
UNIVERSIDADE SALVADOR;UNIFACS;Privada com fins lucrativos;1549947;PRODUÇÃO MULTIMÍDIA EM REALIDADE AUMENTADA;A Distância;-;10/02/2020;11/11/2019;Em Atividade
UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA;UFRB;Pública Federal;1404842;PRODUÇÃO MUSICAL;Presencial;-;25/03/2019;16/07/2018;Em Atividade
UNIVERSIDADE DE UBERABA;UNIUBE;Privada sem fins lucrativos;1595439;PRODUÇÃO PUBLICITÁRIA;A Distância;-;Não iniciado;26/10/2021;Em Atividade
UNIVERSIDADE METODISTA DE SÃO PAULO;UMESP;Privada sem fins lucrativos;1517303;PRODUÇÃO PUBLICITÁRIA;A Distância;-;Não iniciado;-;Em Atividade
CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS;UNIGRAN;Privada sem fins lucrativos;91705;PRODUÇÃO PUBLICITÁRIA;A Distância;5;11/03/2006;07/12/2005;Em Atividade
CENTRO UNIVERSITÁRIO INTA;UNINTA;Privada sem fins lucrativos;1404217;PRODUÇÃO PUBLICITÁRIA;A Distância;-;26/02/2018;12/07/2017;Em Atividade
CENTRO UNIVERSITÁRIO UNIFATECIE;UNIFATECIE;Privada com fins lucrativos;1575557;PRODUÇÃO SUCROALCOOLEIRA;A Distância;-;31/05/2021;12/04/2021;Em Atividade
Claretiano - Centro Universitário;CLARETIANOBT;Privada sem fins lucrativos;1332013;PROJETOS MECÂNICOS;A Distância;-;Não iniciado;10/08/2015;Extinto
CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;UNIASSELVI;Privada com fins lucrativos;1457817;QUALIDADE DE VIDA NA CONTEMPORANEIDADE;A Distância;-;02/04/2020;03/10/2018;Em Atividade
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;IFBA;Pública Federal;14626;QUÍMICA;Presencial;-;16/08/1976;08/05/1976;Em Extinção
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;IFBA;Pública Federal;33830;QUÍMICA TECNOLÓGICA;Presencial;-;16/08/1976;08/05/1976;Em Extinção
UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Privada com fins lucrativos;1453292;RADIOLOGIA;A Distância;-;06/08/2018;19/07/2018;Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA PITÁGORAS AMPLI;-;Privada com fins lucrativos;1563254;RADIOLOGIA;A Distância;-;15/02/2021;04/02/2021;Em Atividade
Universidade Pitágoras Unopar Anhanguera;-;Privada com fins lucrativos;1576082;RADIOLOGIA;A Distância;-;02/08/2021;07/05/2021;Em Atividade
UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;1551101;RADIOLOGIA;A Distância;-;01/02/2021;20/10/2020;Em Atividade
Centro Universitário Ruy Barbosa Wyden;UniRuy Wyden;Privada com fins lucrativos;1330906;RADIOLOGIA;Presencial;4;01/12/2016;02/12/2016;Em Atividade
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;IFBA;Pública Federal;116592;RADIOLOGIA;Presencial;5;02/03/2009;18/10/2007;Em Atividade
Centro Universitário Estácio da Bahia;Estácio Bahia;Privada com fins lucrativos;1109528;RADIOLOGIA;Presencial;3;28/07/2008;12/05/2008;Em Atividade
CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;ESTÁCIO RIBEIRÃO PRE;Privada com fins lucrativos;1458326;RADIOLOGIA;A Distância;-;07/03/2019;15/10/2018;Em Atividade
FACULDADE UNINASSAU VITÓRIA DA CONQUISTA;-;Privada com fins lucrativos;1260205;RADIOLOGIA;Presencial;-;18/08/2015;18/08/2015;Extinto
CENTRO UNIVERSIÁRIO UNIFTC SALVADOR;-;Privada com fins lucrativos;1260507;RADIOLOGIA;Presencial;3;14/12/2016;18/08/2015;Em Extinção
CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;UNIASSELVI;Privada com fins lucrativos;1457478;RADIOLOGIA;A Distância;-;11/02/2019;03/10/2018;Em Atividade
CENTRO UNIVERSITÁRIO UNIDOM - BOSCO;UNIDOM - BOSCO;Privada com fins lucrativos;1602015;RADIOLOGIA;A Distância;-;01/03/2022;01/03/2022;Em Atividade
CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA;-;Privada com fins lucrativos;1484200;RADIOLOGIA;A Distância;-;13/05/2019;13/05/2019;Em Atividade
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS;FACISA;Privada com fins lucrativos;1383208;RADIOLOGIA;Presencial;4;15/05/2019;09/04/2018;Em Atividade
CENTRO UNIVERSITÁRIO SOCIAL DA BAHIA;UNISBA;Privada com fins lucrativos;1081201;RADIOLOGIA;Presencial;-;02/02/2012;10/02/2010;Em Atividade
Centro Universitário Favip Wyden;UniFavip Wyden;Privada com fins lucrativos;1591132;RADIOLOGIA;A Distância;-;16/08/2021;16/08/2021;Em Atividade
CENTRO UNIVERSITÁRIO UNIFAS;-;Privada com fins lucrativos;1049164;RADIOLOGIA;Presencial;4;02/08/2010;15/12/2009;Em Extinção
Faculdade Unirb - Feira de Santana;F. UNIRB;Privada com fins lucrativos;1349559;RADIOLOGIA;Presencial;3;27/11/2017;28/09/2017;Em Atividade
FACULDADE UNINASSAU LAURO DE FREITAS;-;Privada com fins lucrativos;1139757;RADIOLOGIA;Presencial;3;13/02/2012;14/10/2011;Extinto
Centro Universitário FG;UNIFG;Privada com fins lucrativos;1435002;RADIOLOGIA;Presencial;-;26/03/2018;07/02/2018;Em Atividade
CENTRO UNIVERSITÁRIO UNIRB;UNIRB;Privada com fins lucrativos;101822;RADIOLOGIA;Presencial;4;14/02/2007;08/03/2007;Em Atividade
Faculdade de Tecnologia e Ciências de Salvador;FTC Salvador;Privada com fins lucrativos;1441625;RADIOLOGIA;Presencial;4;12/08/2019;14/01/2019;Em Atividade
CENTRO UNIVERSITÁRIO MARIA MILZA;UNIMAM;Privada com fins lucrativos;1260794;RADIOLOGIA;Presencial;3;01/12/2014;28/11/2014;Em Atividade
FACULDADE ANHANGUERA DE ITABUNA;-;Privada com fins lucrativos;1303896;RADIOLOGIA;Presencial;4;08/08/2016;24/06/2016;Em Atividade
FACULDADE ESTÁCIO DE FEIRA DE SANTANA;ESTÁCIO FEIRA DE SAN;Privada com fins lucrativos;1072300;RADIOLOGIA;Presencial;5;04/03/2013;14/01/2013;Em Atividade
UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Privada com fins lucrativos;1175535;REDES DE COMPUTADORES;A Distância;4;09/08/2011;09/08/2011;Em Atividade
UNIVERSIDADE CRUZEIRO DO SUL;UNICSUL;Privada com fins lucrativos;1427749;REDES DE COMPUTADORES;A Distância;5;01/02/2018;13/12/2017;Em Atividade
Universidade Pitágoras Unopar Anhanguera;-;Privada com fins lucrativos;1549929;REDES DE COMPUTADORES;A Distância;-;08/02/2021;17/09/2020;Em Atividade
UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;1382607;REDES DE COMPUTADORES;A Distância;5;26/01/2017;15/06/2016;Em Atividade
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Privada sem fins lucrativos;1563264;REDES DE COMPUTADORES;A Distância;-;08/03/2021;01/02/2021;Em Atividade
UNIVERSIDADE SALVADOR;UNIFACS;Privada com fins lucrativos;88574;REDES DE COMPUTADORES;Presencial;4;17/10/2005;28/06/2005;Em Atividade
UNIVERSIDADE SALVADOR;UNIFACS;Privada com fins lucrativos;119174;REDES DE COMPUTADORES;Presencial;3;17/02/2014;02/03/2009;Em Atividade
UNIVERSIDADE SALVADOR;UNIFACS;Privada com fins lucrativos;1483661;REDES DE COMPUTADORES;A Distância;-;18/02/2019;07/12/2018;Em Atividade
Centro Universitário Ruy Barbosa Wyden;UniRuy Wyden;Privada com fins lucrativos;1117071;REDES DE COMPUTADORES;Presencial;4;31/01/2011;16/09/2010;Em Atividade
Centro Universitário Ruy Barbosa Wyden;UniRuy Wyden;Privada com fins lucrativos;1330953;REDES DE COMPUTADORES;Presencial;-;01/12/2016;02/12/2016;Extinto
UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;Privada sem fins lucrativos;1445848;REDES DE COMPUTADORES;A Distância;-;10/05/2018;10/02/0185;Em Atividade
UNIVERSIDADE CIDADE DE SÃO PAULO;UNICID;Privada com fins lucrativos;1427624;REDES DE COMPUTADORES;A Distância;-;01/02/2018;15/12/2017;Em Atividade
UNIVERSIDADE DE FRANCA;UNIFRAN;Privada com fins lucrativos;1427632;REDES DE COMPUTADORES;A Distância;4;01/02/2018;27/11/2017;Em Atividade
UNIVERSIDADE CATÓLICA DO SALVADOR;UCSAL;Privada sem fins lucrativos;1114770;REDES DE COMPUTADORES;Presencial;3;18/02/2010;26/11/2007;Em Atividade
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;IFBA;Pública Federal;1452931;REDES DE COMPUTADORES;Presencial;-;16/07/2018;13/06/2018;Em Atividade
UNIVERSIDADE SALGADO DE OLIVEIRA;UNIVERSO;Privada sem fins lucrativos;109098;REDES DE COMPUTADORES;Presencial;-;02/02/2011;03/05/2001;Em Atividade
Centro Universitário Maurício de Nassau de Salvador;Uninassau Salvador;Privada sem fins lucrativos;1101402;REDES DE COMPUTADORES;Presencial;4;06/02/2012;09/03/2010;Extinto
Centro Universitário Estácio da Bahia;Estácio Bahia;Privada com fins lucrativos;97057;REDES DE COMPUTADORES;Presencial;3;28/08/2006;02/08/2006;Em Atividade
CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;IESB;Privada com fins lucrativos;1438428;REDES DE COMPUTADORES;A Distância;4;26/02/2018;09/10/2017;Em Atividade
CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Privada com fins lucrativos;73883;REDES DE COMPUTADORES;Presencial;3;06/02/2006;25/08/2004;Em Atividade
CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Privada com fins lucrativos;1300043;REDES DE COMPUTADORES;Presencial;4;06/02/2014;30/08/2012;Em Atividade
UNIVERSIDADE CESUMAR;UNICESUMAR;Privada com fins lucrativos;1595777;REDES DE COMPUTADORES;A Distância;-;21/02/2022;03/09/2021;Em Atividade
CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;ESTÁCIO RIBEIRÃO PRE;Privada com fins lucrativos;1563647;REDES DE COMPUTADORES;A Distância;-;15/03/2021;25/02/2021;Em Atividade
FACULDADE UNINASSAU VITÓRIA DA CONQUISTA;-;Privada com fins lucrativos;1259596;REDES DE COMPUTADORES;Presencial;-;24/06/2016;24/06/2016;Extinto
CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;UNIASSELVI;Privada com fins lucrativos;99974;REDES DE COMPUTADORES;A Distância;-;01/05/2006;25/04/2006;Extinto
CENTRO UNIVERSITÁRIO INTERNACIONAL;UNINTER;Privada com fins lucrativos;1509227;REDES DE COMPUTADORES;A Distância;-;10/02/2020;24/10/2019;Em Atividade
CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA;-;Privada com fins lucrativos;1379273;REDES DE COMPUTADORES;A Distância;-;08/03/2018;28/11/2016;Em Atividade
FACULDADE ANÍSIO TEIXEIRA DE FEIRA DE SANTANA;FAT;Privada sem fins lucrativos;59619;REDES DE COMPUTADORES;Presencial;3;11/03/2003;20/12/2002;Em Atividade
FACULDADE UNIME DE CIÊNCIAS EXATAS E TECNOLÓGICAS;FCT;Privada com fins lucrativos;119970;REDES DE COMPUTADORES;Presencial;3;10/08/2009;27/03/2009;Em Extinção
Centro Universitário de Ciências e Empreendedorismo;UNIFACEMP;Privada com fins lucrativos;1152931;REDES DE COMPUTADORES;Presencial;-;04/08/2011;04/08/2011;Extinto
CENTRO UNIVERSITÁRIO UNIRB;UNIRB;Privada com fins lucrativos;109798;REDES DE COMPUTADORES;Presencial;4;09/08/2010;29/02/2008;Em Atividade
CENTRO UNIVERSITÁRIO DE SALVADOR;UNICEUSA;Privada com fins lucrativos;71549;REDES DE COMPUTADORES;Presencial;-;10/08/2009;05/04/2004;Extinto
CENTRO UNIVERSITÁRIO DE SALVADOR;UNICEUSA;Privada com fins lucrativos;1516924;REDES DE COMPUTADORES;Presencial;-;Não iniciado;22/11/2019;Extinto
FACULDADE SÃO SALVADOR;FSS;Privada com fins lucrativos;1260066;REDES DE COMPUTADORES;Presencial;5;01/10/2015;05/10/2015;Em Atividade
FACULDADE ANHANGUERA DE ITABUNA;-;Privada com fins lucrativos;1284470;REDES DE COMPUTADORES;Presencial;4;22/02/2016;05/10/2015;Em Atividade
FACULDADE SANTO ANTONIO;FSA;Privada com fins lucrativos;1388161;REDES DE COMPUTADORES;Presencial;4;05/11/2018;12/07/2018;Em Atividade
FACULDADE DOM LUIS DE ORLEANS E BRAGANÇA;FDL;Privada com fins lucrativos;1134819;REDES DE COMPUTADORES;Presencial;4;05/12/2011;24/11/2011;Em Atividade
Faculdade Unyleya;-;Privada com fins lucrativos;1390493;REDES DE COMPUTADORES;A Distância;4;12/11/2019;15/07/2019;Em Atividade
CENTRO UNIVERSITÁRIO SENAI CIMATEC;SENAI CIMATEC;Privada sem fins lucrativos;5001179;REDES DE COMPUTADORES;Presencial;4;04/02/2013;26/09/2012;Em Extinção
FACULDADE DE TECNOLOGIA E CIÊNCIAS DA BAHIA;FATEC/BA;Privada com fins lucrativos;1300499;REDES DE COMPUTADORES;Presencial;3;15/12/2015;30/11/2015;Em Atividade
FACULDADE DE GESTAO E NEGOCIOS DE SALVADOR;FGN;Privada com fins lucrativos;1349415;REDES DE COMPUTADORES;Presencial;4;18/02/2018;06/07/2017;Em Atividade
Faculdade Metropolitana do Estado de São Paulo;FAMEESP;Privada com fins lucrativos;1545543;REDES DE COMPUTADORES;A Distância;5;07/03/2022;09/11/2021;Em Atividade
FACULDADE TIRADENTES DE FEIRA DE SANTANA;FITS;Privada com fins lucrativos;1311688;REDES DE COMPUTADORES;Presencial;-;13/08/2018;22/05/2017;Extinto
FACULDADE INDEPENDENTE DO NORDESTE;FAINOR;Privada com fins lucrativos;1125231;REDES DE TELECOMUNICAÇÕES;Presencial;-;Não iniciado;24/10/2011;Extinto
CENTRO UNIVERSITÁRIO UNIRB;UNIRB;Privada com fins lucrativos;1203259;REFRIGERAÇÃO E CLIMATIZAÇÃO;Presencial;-;06/07/2015;13/11/2014;Extinto
CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;UNIASSELVI;Privada com fins lucrativos;105147;REPRESENTAÇÃO COMERCIAL;A Distância;-;01/02/2006;27/09/2005;Em Atividade
CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;UNIASSELVI;Privada com fins lucrativos;1457470;SANEAMENTO AMBIENTAL;A Distância;-;10/02/2020;03/10/2018;Em Atividade
CENTRO UNIVERSITÁRIO INTERNACIONAL;UNINTER;Privada com fins lucrativos;1427330;SANEAMENTO AMBIENTAL;A Distância;-;19/02/2018;20/10/2017;Em Atividade
UNIVERSIDADE DE UBERABA;UNIUBE;Privada sem fins lucrativos;1456959;SAÚDE COLETIVA;A Distância;-;23/02/2019;16/10/2018;Em Atividade
Claretiano - Centro Universitário;CLARETIANOBT;Privada sem fins lucrativos;123486;SECRETARIADO;A Distância;5;06/02/2017;11/08/2009;Em Atividade
UNIVERSIDADE DE UBERABA;UNIUBE;Privada sem fins lucrativos;1456955;SECRETARIADO;A Distância;-;23/02/2019;16/10/2018;Em Atividade
UNIVERSIDADE CRUZEIRO DO SUL;UNICSUL;Privada com fins lucrativos;1285861;SECRETARIADO;A Distância;-;03/02/2014;18/12/2013;Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA PITÁGORAS AMPLI;-;Privada com fins lucrativos;1562796;SECRETARIADO;A Distância;-;15/02/2021;04/02/2021;Em Atividade
Universidade Pitágoras Unopar Anhanguera;-;Privada com fins lucrativos;1576083;SECRETARIADO;A Distância;-;02/08/2021;07/05/2021;Em Atividade
UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;1484729;SECRETARIADO;A Distância;-;01/08/2019;11/04/2019;Em Atividade
UNIVERSIDADE CATÓLICA DOM BOSCO;UCDB;Privada sem fins lucrativos;1172727;SECRETARIADO;A Distância;4;30/01/2012;27/09/2011;Em Atividade
UNIVERSIDADE TIRADENTES;UNIT;Privada com fins lucrativos;1430655;SECRETARIADO;A Distância;-;05/02/2018;05/02/2018;Extinto
UNIVERSIDADE CIDADE DE SÃO PAULO;UNICID;Privada com fins lucrativos;120877;SECRETARIADO;A Distância;5;02/01/2009;08/12/2008;Em Atividade
UNIVERSIDADE PARANAENSE;UNIPAR;Privada sem fins lucrativos;1428311;SECRETARIADO;A Distância;-;19/02/2018;13/12/2017;Em Atividade
UNIVERSIDADE DE FRANCA;UNIFRAN;Privada com fins lucrativos;1258891;SECRETARIADO;A Distância;3;27/02/2012;18/08/2011;Em Atividade
UNIVERSIDADE SALGADO DE OLIVEIRA;UNIVERSO;Privada sem fins lucrativos;1204347;SECRETARIADO;A Distância;-;01/02/2018;04/02/2013;Em Atividade
CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;IESB;Privada com fins lucrativos;1474851;SECRETARIADO;A Distância;-;16/02/2019;04/02/2019;Em Atividade
CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Privada com fins lucrativos;1140241;SECRETARIADO;Presencial;-;14/03/2011;20/09/2010;Extinto
CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Privada com fins lucrativos;1161840;SECRETARIADO;Presencial;-;Não iniciado;09/05/2011;Extinto
UNIVERSIDADE CESUMAR;UNICESUMAR;Privada com fins lucrativos;1314141;SECRETARIADO;A Distância;4;23/02/2015;01/09/2014;Em Atividade
CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;ESTÁCIO RIBEIRÃO PRE;Privada com fins lucrativos;1170126;SECRETARIADO;A Distância;-;16/04/2011;14/03/2011;Extinto
CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO;UNASP;Privada sem fins lucrativos;1545406;SECRETARIADO;A Distância;-;05/10/2020;30/07/2020;Em Atividade
CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;UNIASSELVI;Privada com fins lucrativos;1425152;SECRETARIADO;A Distância;-;18/02/2018;10/10/2017;Em Atividade
CENTRO UNIVERSITÁRIO INTERNACIONAL;UNINTER;Privada com fins lucrativos;89851;SECRETARIADO;A Distância;-;10/02/2006;08/12/2005;Em Atividade
FACULDADE UNIME DE CIÊNCIAS SOCIAIS;FCS;Privada com fins lucrativos;119160;SECRETARIADO;Presencial;-;14/04/2009;02/03/2009;Extinto
CENTRO UNIVERSITÁRIO SOCIAL DA BAHIA;UNISBA;Privada com fins lucrativos;1099054;SECRETARIADO;Presencial;-;02/02/2012;10/02/2010;Em Atividade
CENTRO UNIVERSITÁRIO DE LINS;UNILINS;Privada sem fins lucrativos;1515539;SECRETARIADO;A Distância;-;02/12/2019;28/10/2019;Em Atividade
CENTRO UNIVERSITÁRIO SANTA CRUZ DE CURITIBA;UNI SANTA CRUZ;Privada sem fins lucrativos;1595468;SECRETARIADO;A Distância;-;06/09/2021;06/09/2021;Em Atividade
Faculdade Anhanguera de Salvador;FACDELTA;Privada com fins lucrativos;120170;SECRETARIADO;Presencial;-;10/08/2009;02/04/2009;Extinto
CENTRO UNIVERSITÁRIO DOM PEDRO II;UNIDOMPEDRO;Privada com fins lucrativos;1386612;SECRETARIADO;A Distância;-;05/02/2018;31/10/2017;Extinto
CENTRO UNIVERSITÁRIO FACVEST;UNIFACVEST;Privada com fins lucrativos;1502895;SECRETARIADO;A Distância;-;26/08/2019;26/08/2019;Em Atividade
Faculdade Unyleya;-;Privada com fins lucrativos;1548735;SECRETARIADO;A Distância;5;25/02/2022;31/12/2021;Em Atividade
CENTRO UNIVERSITÁRIO SENAC;SENACSP;Privada sem fins lucrativos;1596447;SECRETARIADO;A Distância;-;Não iniciado;29/11/2021;Em Atividade
FACULDADE ADVENTISTA DA BAHIA;FADBA;Privada sem fins lucrativos;1261354;SECRETARIADO EXECUTIVO;Presencial;4;26/01/2015;28/05/2014;Em Extinção
CENTRO UNIVERSITÁRIO UNIFATECIE;UNIFATECIE;Privada com fins lucrativos;1575750;SECRETARIADO EXECUTIVO;A Distância;-;31/05/2021;12/04/2021;Em Atividade
UNIVERSIDADE CESUMAR;UNICESUMAR;Privada com fins lucrativos;1481767;SEGURANÇA ALIMENTAR;A Distância;-;21/02/2019;28/09/2018;Em Atividade
Claretiano - Centro Universitário;CLARETIANOBT;Privada sem fins lucrativos;1300413;SEGURANÇA DA INFORMAÇÃO;A Distância;-;Não iniciado;22/07/2014;Extinto
UNIVERSIDADE DE UBERABA;UNIUBE;Privada sem fins lucrativos;1596342;SEGURANÇA DA INFORMAÇÃO;A Distância;-;Não iniciado;26/10/2021;Em Atividade
UNIVERSIDADE BRASIL;UB;Privada sem fins lucrativos;1576219;SEGURANÇA DA INFORMAÇÃO;A Distância;-;Não iniciado;24/06/2021;Em Atividade
UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;1484730;SEGURANÇA DA INFORMAÇÃO;A Distância;-;01/08/2019;11/04/2019;Em Atividade
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Privada sem fins lucrativos;1563265;SEGURANÇA DA INFORMAÇÃO;A Distância;-;16/08/2021;01/02/2021;Em Atividade
UNIVERSIDADE SANTO AMARO;UNISA;Privada sem fins lucrativos;1466461;SEGURANÇA DA INFORMAÇÃO;A Distância;5;01/02/2018;09/06/2016;Em Atividade
UNIVERSIDADE SALVADOR;UNIFACS;Privada com fins lucrativos;1496030;SEGURANÇA DA INFORMAÇÃO;A Distância;-;12/08/2019;19/06/2019;Em Atividade
Centro Universitário Ruy Barbosa Wyden;UniRuy Wyden;Privada com fins lucrativos;1351947;SEGURANÇA DA INFORMAÇÃO;Presencial;-;29/01/2018;30/05/2017;Extinto
Centro Universitário Ruy Barbosa Wyden;UniRuy Wyden;Privada com fins lucrativos;1352995;SEGURANÇA DA INFORMAÇÃO;Presencial;4;30/05/2017;30/05/2017;Em Extinção
UNIVERSIDADE TIRADENTES;UNIT;Privada com fins lucrativos;1575265;SEGURANÇA DA INFORMAÇÃO;A Distância;-;Não iniciado;29/04/2021;Em Atividade
UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;Privada sem fins lucrativos;112590;SEGURANÇA DA INFORMAÇÃO;A Distância;4;01/02/2008;22/11/2007;Em Atividade
CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;IESB;Privada com fins lucrativos;1304749;SEGURANÇA DA INFORMAÇÃO;A Distância;5;28/07/2014;02/06/2014;Em Atividade
CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Privada com fins lucrativos;1343938;SEGURANÇA DA INFORMAÇÃO;Presencial;-;Não iniciado;18/12/2015;Extinto
CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Privada com fins lucrativos;1343939;SEGURANÇA DA INFORMAÇÃO;Presencial;-;Não iniciado;18/12/2015;Extinto
CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;UNIASSELVI;Privada com fins lucrativos;1516783;SEGURANÇA DA INFORMAÇÃO;A Distância;-;17/02/2020;10/10/2019;Em Atividade
Faculdade Unyleya;-;Privada com fins lucrativos;1548733;SEGURANÇA DA INFORMAÇÃO;A Distância;4;25/02/2022;19/10/2021;Em Atividade
CENTRO UNIVERSITÁRIO SENAC;SENACSP;Privada sem fins lucrativos;1524055;SEGURANÇA DA INFORMAÇÃO;A Distância;-;03/08/2020;17/02/2020;Em Atividade
UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Privada com fins lucrativos;1487702;SEGURANÇA NO TRABALHO;A Distância;-;26/08/2019;19/08/2019;Em Atividade
UNIVERSIDADE CRUZEIRO DO SUL;UNICSUL;Privada com fins lucrativos;1350031;SEGURANÇA NO TRABALHO;A Distância;4;01/02/2016;16/12/2015;Em Atividade
Universidade Pitágoras Unopar Anhanguera;-;Privada com fins lucrativos;1190160;SEGURANÇA NO TRABALHO;A Distância;4;18/02/2013;20/09/2012;Em Atividade
UNIVERSIDADE PAULISTA;UNIP;Privada com fins lucrativos;1286755;SEGURANÇA NO TRABALHO;A Distância;4;07/01/2014;19/09/2013;Em Atividade
UNIVERSIDADE SANTO AMARO;UNISA;Privada sem fins lucrativos;94981;SEGURANÇA NO TRABALHO;A Distância;3;17/10/2005;01/07/2005;Em Atividade
UNIVERSIDADE SALVADOR;UNIFACS;Privada com fins lucrativos;1258998;SEGURANÇA NO TRABALHO;Presencial;-;23/02/2015;28/03/2014;Extinto
UNIVERSIDADE SALVADOR;UNIFACS;Privada com fins lucrativos;1484577;SEGURANÇA NO TRABALHO;A Distância;-;Não iniciado;30/03/2019;Em Extinção
UNIVERSIDADE TIRADENTES;UNIT;Privada com fins lucrativos;1108138;SEGURANÇA NO TRABALHO;A Distância;-;05/02/2010;05/11/2009;Em Atividade
